Sample	Taxon	Rank	Counts	Percent
691895051_NA0019790054_4_mouth	Corynebacteriaceae	family	2	0.0484848484848
691895051_NA0019790054_4_mouth	Actinomyces	genus	397	9.62424242424
691895051_NA0019790054_4_mouth	Actinomyces viscosus	species	4	0.0969696969697
691895051_NA0019790054_4_mouth	Actinomyces odontolyticus	species	342	8.29090909091
691895051_NA0019790054_4_mouth	Corynebacterium	genus	2	0.0484848484848
691895051_NA0019790054_4_mouth	Actinobacteria	class	591	14.3272727273
691895051_NA0019790054_4_mouth	Actinomycetales	order	397	9.62424242424
691895051_NA0019790054_4_mouth	Rothia dentocariosa	species	13	0.315151515152
691895051_NA0019790054_4_mouth	Actinomycetaceae	family	397	9.62424242424
691895051_NA0019790054_4_mouth	unclassified Bacteria	no_rank	35	0.848484848485
691895051_NA0019790054_4_mouth	Prevotella intermedia	species	2	0.0484848484848
691895051_NA0019790054_4_mouth	Betaproteobacteria	class	32	0.775757575758
691895051_NA0019790054_4_mouth	Gemella morbillorum	species	203	4.92121212121
691895051_NA0019790054_4_mouth	Veillonella	genus	426	10.3272727273
691895051_NA0019790054_4_mouth	Veillonella parvula	species	297	7.2
691895051_NA0019790054_4_mouth	Epsilonproteobacteria	class	78	1.89090909091
691895051_NA0019790054_4_mouth	Veillonellaceae	family	450	10.9090909091
691895051_NA0019790054_4_mouth	Clostridiaceae	family	3	0.0727272727273
691895051_NA0019790054_4_mouth	Fusobacteria	phylum	147	3.56363636364
691895051_NA0019790054_4_mouth	Leptotrichia	genus	34	0.824242424242
691895051_NA0019790054_4_mouth	Rothia	genus	192	4.65454545455
691895051_NA0019790054_4_mouth	Parvimonas micra	species	7	0.169696969697
691895051_NA0019790054_4_mouth	Porphyromonas catoniae	species	2	0.0484848484848
691895051_NA0019790054_4_mouth	Catonella	genus	6	0.145454545455
691895051_NA0019790054_4_mouth	Catonella morbi	species	6	0.145454545455
691895051_NA0019790054_4_mouth	Capnocytophaga granulosa	species	6	0.145454545455
691895051_NA0019790054_4_mouth	Granulicatella adiacens	species	68	1.64848484848
691895051_NA0019790054_4_mouth	Flavobacteriaceae	family	8	0.193939393939
691895051_NA0019790054_4_mouth	Actinomyces graevenitzii	species	19	0.460606060606
691895051_NA0019790054_4_mouth	Prevotella pallens	species	82	1.98787878788
691895051_NA0019790054_4_mouth	Corynebacterium durum	species	2	0.0484848484848
691895051_NA0019790054_4_mouth	Bacteroidetes/Chlorobi group	no_rank	871	21.1151515152
691895051_NA0019790054_4_mouth	delta/epsilon subdivisions	subphylum	78	1.89090909091
691895051_NA0019790054_4_mouth	Selenomonas sputigena	species	38	0.921212121212
691895051_NA0019790054_4_mouth	Campylobacteraceae	family	78	1.89090909091
691895051_NA0019790054_4_mouth	Centipeda	genus	75	1.81818181818
691895051_NA0019790054_4_mouth	Centipeda periodontii	species	33	0.8
691895051_NA0019790054_4_mouth	Micrococcales	order	192	4.65454545455
691895051_NA0019790054_4_mouth	Corynebacteriales	order	2	0.0484848484848
691895051_NA0019790054_4_mouth	Mogibacterium	genus	22	0.533333333333
691895051_NA0019790054_4_mouth	Mogibacterium pumilum	species	22	0.533333333333
691895051_NA0019790054_4_mouth	Bacilli	class	1024	24.8242424242
691895051_NA0019790054_4_mouth	Candidatus Saccharibacteria	phylum	35	0.848484848485
691895051_NA0019790054_4_mouth	Solobacterium moorei	species	25	0.606060606061
691895051_NA0019790054_4_mouth	Granulicatella	genus	68	1.64848484848
691895051_NA0019790054_4_mouth	Flavobacteriia	class	8	0.193939393939
691895051_NA0019790054_4_mouth	Solobacterium	genus	25	0.606060606061
691895051_NA0019790054_4_mouth	Erysipelotrichaceae	family	25	0.606060606061
691895051_NA0019790054_4_mouth	cellular organisms	no_rank	4125	100.0
691895051_NA0019790054_4_mouth	Pasteurellales	order	524	12.703030303
691895051_NA0019790054_4_mouth	Bacteroidales	order	863	20.9212121212
691895051_NA0019790054_4_mouth	Porphyromonadaceae	family	2	0.0484848484848
691895051_NA0019790054_4_mouth	Prevotellaceae	family	861	20.8727272727
691895051_NA0019790054_4_mouth	Clostridia	class	182	4.41212121212
691895051_NA0019790054_4_mouth	Clostridiales	order	182	4.41212121212
691895051_NA0019790054_4_mouth	Lachnospiraceae	family	109	2.64242424242
691895051_NA0019790054_4_mouth	Peptostreptococcaceae	family	44	1.06666666667
691895051_NA0019790054_4_mouth	Lactobacillales	order	819	19.8545454545
691895051_NA0019790054_4_mouth	Carnobacteriaceae	family	68	1.64848484848
691895051_NA0019790054_4_mouth	Megasphaera micronuciformis	species	24	0.581818181818
691895051_NA0019790054_4_mouth	Bacteroidia	class	863	20.9212121212
691895051_NA0019790054_4_mouth	Flavobacteriales	order	8	0.193939393939
691895051_NA0019790054_4_mouth	Actinobacteria	phylum	591	14.3272727273
691895051_NA0019790054_4_mouth	Fusobacteriia	class	147	3.56363636364
691895051_NA0019790054_4_mouth	Fusobacteriales	order	147	3.56363636364
691895051_NA0019790054_4_mouth	Fusobacteriaceae	family	113	2.73939393939
691895051_NA0019790054_4_mouth	Neisseriales	order	32	0.775757575758
691895051_NA0019790054_4_mouth	Campylobacterales	order	78	1.89090909091
691895051_NA0019790054_4_mouth	Selenomonas genomosp. P5	species	46	1.11515151515
691895051_NA0019790054_4_mouth	Oribacterium	genus	32	0.775757575758
691895051_NA0019790054_4_mouth	Peptostreptococcus stomatis	species	44	1.06666666667
691895051_NA0019790054_4_mouth	Streptococcus sp. 11aTha1	species	474	11.4909090909
691895051_NA0019790054_4_mouth	Veillonella rogosae	species	4	0.0969696969697
691895051_NA0019790054_4_mouth	Prevotella nanceiensis	species	50	1.21212121212
691895051_NA0019790054_4_mouth	Actinomyces massiliensis	species	2	0.0484848484848
691895051_NA0019790054_4_mouth	Lachnoanaerobaculum saburreum	species	21	0.509090909091
691895051_NA0019790054_4_mouth	Erysipelotrichia	class	25	0.606060606061
691895051_NA0019790054_4_mouth	Erysipelotrichales	order	25	0.606060606061
691895051_NA0019790054_4_mouth	Clostridiales incertae sedis	no_rank	26	0.630303030303
691895051_NA0019790054_4_mouth	Bacillales incertae sedis	no_rank	205	4.9696969697
691895051_NA0019790054_4_mouth	Bacillales Family XI. Incertae Sedis	no_rank	205	4.9696969697
691895051_NA0019790054_4_mouth	Parvimonas	genus	7	0.169696969697
691895051_NA0019790054_4_mouth	Clostridiales Family XIII. Incertae Sedis	family	26	0.630303030303
691895051_NA0019790054_4_mouth	Prevotella aurantiaca	species	105	2.54545454545
691895051_NA0019790054_4_mouth	Alloprevotella rava	species	8	0.193939393939
691895051_NA0019790054_4_mouth	Veillonella sp. oral taxon 780	species	2	0.0484848484848
691895051_NA0019790054_4_mouth	Capnocytophaga sp. oral taxon 329	species	2	0.0484848484848
691895051_NA0019790054_4_mouth	Oribacterium sp. oral taxon 108	species	9	0.218181818182
691895051_NA0019790054_4_mouth	Leptotrichia sp. PTE15	species	19	0.460606060606
691895051_NA0019790054_4_mouth	Selenomonadales	order	159	3.85454545455
691895051_NA0019790054_4_mouth	Negativicutes	class	609	14.7636363636
691895051_NA0019790054_4_mouth	Veillonella sp. CM60	species	7	0.169696969697
691895051_NA0019790054_4_mouth	Oribacterium sp. CM12	species	23	0.557575757576
691895051_NA0019790054_4_mouth	Lachnoanaerobaculum sp. OBRC5-5	species	19	0.460606060606
691895051_NA0019790054_4_mouth	Fusobacterium sp. OBRC1	species	6	0.145454545455
691895051_NA0019790054_4_mouth	Veillonella sp. JL-2	species	4	0.0969696969697
691895051_NA0019790054_4_mouth	Actinomyces sp. ICM58	species	21	0.509090909091
691895051_NA0019790054_4_mouth	Leptotrichiaceae	family	34	0.824242424242
691895051_NA0019790054_4_mouth	Lachnoanaerobaculum	genus	40	0.969696969697
691895051_NA0019790054_4_mouth	Streptococcus sp. GMD6S	species	2	0.0484848484848
691895051_NA0019790054_4_mouth	Stomatobaculum	genus	26	0.630303030303
691895051_NA0019790054_4_mouth	Streptococcus sp. 2011_Oral_MS_A3	species	85	2.06060606061
691895051_NA0019790054_4_mouth	Veillonella sp. 2011_Oral_VSA_D3	species	112	2.71515151515
691895051_NA0019790054_4_mouth	Rothia sp. THG-N7	species	179	4.33939393939
691895051_NA0019790054_4_mouth	Alloprevotella	genus	97	2.35151515152
691895051_NA0019790054_4_mouth	Actinomyces sp. S6-Spd3	species	9	0.218181818182
691895051_NA0019790054_4_mouth	Candidatus Saccharimonas	genus	11	0.266666666667
691895051_NA0019790054_4_mouth	Peptoniphilaceae	family	7	0.169696969697
691895051_NA0019790054_4_mouth	Tissierellia	class	7	0.169696969697
691895051_NA0019790054_4_mouth	Tissierellales	order	7	0.169696969697
691895051_NA0019790054_4_mouth	Bacteria candidate phyla	no_rank	35	0.848484848485
691895051_NA0019790054_4_mouth	FCB group	no_rank	871	21.1151515152
691895051_NA0019790054_4_mouth	Terrabacteria group	no_rank	2438	59.103030303
691895051_NA0019790054_4_mouth	Veillonellales	order	450	10.9090909091
691895051_NA0019790054_4_mouth	Selenomonadaceae	family	159	3.85454545455
691895114_NA0019790050_4_mouth	root	root	14492	100.0
691895114_NA0019790050_4_mouth	Bacteria	superkingdom	14492	100.0
691895114_NA0019790050_4_mouth	Spirochaetales	order	30	0.20701076456
691895114_NA0019790050_4_mouth	Campylobacter	genus	54	0.372619376208
691895114_NA0019790050_4_mouth	Campylobacter concisus	species	36	0.248412917472
691895114_NA0019790050_4_mouth	Campylobacter rectus	species	16	0.110405741099
691895114_NA0019790050_4_mouth	Neisseriaceae	family	3787	26.1316588463
691895114_NA0019790050_4_mouth	Neisseria	genus	3787	26.1316588463
691895114_NA0019790050_4_mouth	Neisseria cinerea	species	45	0.31051614684
691895114_NA0019790050_4_mouth	Neisseria mucosa	species	3333	22.9988959426
691895114_NA0019790050_4_mouth	Neisseria animalis	species	3	0.020701076456
691895114_NA0019790050_4_mouth	Neisseria elongata	species	8	0.0552028705493
691895114_NA0019790050_4_mouth	Neisseria macacae	species	319	2.20121446315
691895114_NA0019790050_4_mouth	Pasteurellaceae	family	2203	15.2014904775
691895114_NA0019790050_4_mouth	Aggregatibacter actinomycetemcomitans	species	8	0.0552028705493
691895114_NA0019790050_4_mouth	Haemophilus	genus	2079	14.345845984
691895114_NA0019790050_4_mouth	Haemophilus influenzae	species	84	0.579630140767
691895114_NA0019790050_4_mouth	Haemophilus parainfluenzae	species	1983	13.6834115374
691895114_NA0019790050_4_mouth	Aggregatibacter aphrophilus	species	38	0.262213635109
691895114_NA0019790050_4_mouth	Aggregatibacter segnis	species	74	0.510626552581
691895114_NA0019790050_4_mouth	Porphyromonas	genus	187	1.29036709909
691895114_NA0019790050_4_mouth	Prevotella	genus	191	1.31796853436
691895114_NA0019790050_4_mouth	Fusobacterium	genus	168	1.15926028153
691895114_NA0019790050_4_mouth	Fusobacterium nucleatum	species	18	0.124206458736
691895114_NA0019790050_4_mouth	Fusobacterium periodonticum	species	91	0.627932652498
691895114_NA0019790050_4_mouth	Megasphaera	genus	22	0.15180789401
691895114_NA0019790050_4_mouth	Selenomonas	genus	2	0.0138007176373
691895114_NA0019790050_4_mouth	Bacteroidetes	phylum	612	4.22301959702
691895114_NA0019790050_4_mouth	Capnocytophaga	genus	9	0.0621032293679
691895114_NA0019790050_4_mouth	Capnocytophaga sputigena	species	9	0.0621032293679
691895114_NA0019790050_4_mouth	Proteobacteria	phylum	6051	41.7540712117
691895114_NA0019790050_4_mouth	Gammaproteobacteria	class	2203	15.2014904775
691895114_NA0019790050_4_mouth	Firmicutes	phylum	7221	49.8274910295
691895114_NA0019790050_4_mouth	Micrococcaceae	family	160	1.10405741099
691895114_NA0019790050_4_mouth	Streptococcaceae	family	3468	23.9304443831
691895114_NA0019790050_4_mouth	Streptococcus	genus	3468	23.9304443831
691895114_NA0019790050_4_mouth	Streptococcus gordonii	species	4	0.0276014352746
691895114_NA0019790050_4_mouth	Streptococcus parasanguinis	species	667	4.60253933205
691895114_NA0019790050_4_mouth	Gemella	genus	461	3.1810654154
691895114_NA0019790050_4_mouth	Atopobium	genus	2	0.0138007176373
691895114_NA0019790050_4_mouth	Atopobium rimae	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Bacillales	order	461	3.1810654154
691895114_NA0019790050_4_mouth	Corynebacteriaceae	family	45	0.31051614684
691895114_NA0019790050_4_mouth	Actinomyces	genus	96	0.662434446591
691895114_NA0019790050_4_mouth	Actinomyces viscosus	species	12	0.0828043058239
691895114_NA0019790050_4_mouth	Actinomyces odontolyticus	species	61	0.420921887938
691895114_NA0019790050_4_mouth	Corynebacterium	genus	45	0.31051614684
691895114_NA0019790050_4_mouth	Actinobacteria	class	305	2.10460943969
691895114_NA0019790050_4_mouth	Mycobacteriaceae	family	4	0.0276014352746
691895114_NA0019790050_4_mouth	Actinomycetales	order	96	0.662434446591
691895114_NA0019790050_4_mouth	Rothia dentocariosa	species	6	0.041402152912
691895114_NA0019790050_4_mouth	Actinomycetaceae	family	96	0.662434446591
691895114_NA0019790050_4_mouth	Mycoplasmatales	order	2	0.0138007176373
691895114_NA0019790050_4_mouth	Mycoplasmataceae	family	2	0.0138007176373
691895114_NA0019790050_4_mouth	Mycoplasma	genus	2	0.0138007176373
691895114_NA0019790050_4_mouth	unclassified Bacteria	no_rank	5	0.0345017940933
691895114_NA0019790050_4_mouth	Tannerella forsythia	species	12	0.0828043058239
691895114_NA0019790050_4_mouth	Porphyromonas endodontalis	species	18	0.124206458736
691895114_NA0019790050_4_mouth	Prevotella intermedia	species	18	0.124206458736
691895114_NA0019790050_4_mouth	Prevotella nigrescens	species	27	0.186309688104
691895114_NA0019790050_4_mouth	Prevotella oris	species	7	0.0483025117306
691895114_NA0019790050_4_mouth	Betaproteobacteria	class	3794	26.179961358
691895114_NA0019790050_4_mouth	Gemella morbillorum	species	455	3.13966326249
691895114_NA0019790050_4_mouth	Veillonella	genus	2581	17.809826111
691895114_NA0019790050_4_mouth	Veillonella parvula	species	1474	10.1711288987
691895114_NA0019790050_4_mouth	Epsilonproteobacteria	class	54	0.372619376208
691895114_NA0019790050_4_mouth	Mollicutes	class	2	0.0138007176373
691895114_NA0019790050_4_mouth	Veillonellaceae	family	2603	17.961634005
691895114_NA0019790050_4_mouth	Clostridiaceae	family	2	0.0138007176373
691895114_NA0019790050_4_mouth	Fusobacteria	phylum	243	1.67678719293
691895114_NA0019790050_4_mouth	Leptotrichia	genus	75	0.517526911399
691895114_NA0019790050_4_mouth	Rothia	genus	160	1.10405741099
691895114_NA0019790050_4_mouth	Parvimonas micra	species	9	0.0621032293679
691895114_NA0019790050_4_mouth	Neisseria flava	species	23	0.158708252829
691895114_NA0019790050_4_mouth	Mogibacterium timidum	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Veillonella atypica	species	7	0.0483025117306
691895114_NA0019790050_4_mouth	Leptotrichia buccalis	species	8	0.0552028705493
691895114_NA0019790050_4_mouth	Porphyromonas catoniae	species	120	0.828043058239
691895114_NA0019790050_4_mouth	Corynebacterium matruchotii	species	37	0.25531327629
691895114_NA0019790050_4_mouth	Johnsonella	genus	2	0.0138007176373
691895114_NA0019790050_4_mouth	Catonella	genus	13	0.0897046646426
691895114_NA0019790050_4_mouth	Catonella morbi	species	13	0.0897046646426
691895114_NA0019790050_4_mouth	Filifactor	genus	10	0.0690035881866
691895114_NA0019790050_4_mouth	Abiotrophia	genus	5	0.0345017940933
691895114_NA0019790050_4_mouth	Granulicatella adiacens	species	560	3.86420093845
691895114_NA0019790050_4_mouth	Abiotrophia defectiva	species	5	0.0345017940933
691895114_NA0019790050_4_mouth	Lautropia	genus	7	0.0483025117306
691895114_NA0019790050_4_mouth	Flavobacteriaceae	family	36	0.248412917472
691895114_NA0019790050_4_mouth	Actinomyces graevenitzii	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Bergeyella	genus	27	0.186309688104
691895114_NA0019790050_4_mouth	Prevotella pallens	species	9	0.0621032293679
691895114_NA0019790050_4_mouth	Corynebacterium durum	species	8	0.0552028705493
691895114_NA0019790050_4_mouth	Bacteroidetes/Chlorobi group	no_rank	612	4.22301959702
691895114_NA0019790050_4_mouth	delta/epsilon subdivisions	subphylum	54	0.372619376208
691895114_NA0019790050_4_mouth	Campylobacteraceae	family	54	0.372619376208
691895114_NA0019790050_4_mouth	Alloprevotella tannerae	species	9	0.0621032293679
691895114_NA0019790050_4_mouth	Burkholderiales	order	7	0.0483025117306
691895114_NA0019790050_4_mouth	Centipeda	genus	15	0.10350538228
691895114_NA0019790050_4_mouth	Centipeda periodontii	species	15	0.10350538228
691895114_NA0019790050_4_mouth	Trichococcus	genus	7	0.0483025117306
691895114_NA0019790050_4_mouth	Coriobacteriia	class	2	0.0138007176373
691895114_NA0019790050_4_mouth	Coriobacteriales	order	2	0.0138007176373
691895114_NA0019790050_4_mouth	Micrococcales	order	160	1.10405741099
691895114_NA0019790050_4_mouth	Corynebacteriales	order	49	0.338117582114
691895114_NA0019790050_4_mouth	Mogibacterium	genus	2	0.0138007176373
691895114_NA0019790050_4_mouth	Bacilli	class	4505	31.0861164781
691895114_NA0019790050_4_mouth	Candidatus Saccharibacteria	phylum	5	0.0345017940933
691895114_NA0019790050_4_mouth	Solobacterium moorei	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Granulicatella	genus	564	3.89180237372
691895114_NA0019790050_4_mouth	Flavobacteriia	class	36	0.248412917472
691895114_NA0019790050_4_mouth	Burkholderiaceae	family	7	0.0483025117306
691895114_NA0019790050_4_mouth	Solobacterium	genus	2	0.0138007176373
691895114_NA0019790050_4_mouth	Erysipelotrichaceae	family	2	0.0138007176373
691895114_NA0019790050_4_mouth	cellular organisms	no_rank	14492	100.0
691895114_NA0019790050_4_mouth	Pasteurellales	order	2203	15.2014904775
691895114_NA0019790050_4_mouth	Granulicatella elegans	species	4	0.0276014352746
691895114_NA0019790050_4_mouth	Filifactor alocis	species	10	0.0690035881866
691895114_NA0019790050_4_mouth	Leptotrichia shahii	species	4	0.0276014352746
691895114_NA0019790050_4_mouth	Bacteroidales	order	573	3.95390560309
691895114_NA0019790050_4_mouth	Porphyromonadaceae	family	187	1.29036709909
691895114_NA0019790050_4_mouth	Prevotellaceae	family	374	2.58073419818
691895114_NA0019790050_4_mouth	Rothia aeria	species	9	0.0621032293679
691895114_NA0019790050_4_mouth	Clostridia	class	85	0.586530499586
691895114_NA0019790050_4_mouth	Clostridiales	order	85	0.586530499586
691895114_NA0019790050_4_mouth	Lachnospiraceae	family	66	0.455423682031
691895114_NA0019790050_4_mouth	Peptostreptococcaceae	family	15	0.10350538228
691895114_NA0019790050_4_mouth	Lactobacillales	order	4044	27.9050510627
691895114_NA0019790050_4_mouth	Aerococcaceae	family	5	0.0345017940933
691895114_NA0019790050_4_mouth	Carnobacteriaceae	family	571	3.94010488545
691895114_NA0019790050_4_mouth	Megasphaera micronuciformis	species	22	0.15180789401
691895114_NA0019790050_4_mouth	Tannerella	genus	12	0.0828043058239
691895114_NA0019790050_4_mouth	Bacteroidia	class	576	3.97460667955
691895114_NA0019790050_4_mouth	Flavobacteriales	order	36	0.248412917472
691895114_NA0019790050_4_mouth	Actinobacteria	phylum	307	2.11841015733
691895114_NA0019790050_4_mouth	Fusobacteriia	class	243	1.67678719293
691895114_NA0019790050_4_mouth	Fusobacteriales	order	243	1.67678719293
691895114_NA0019790050_4_mouth	Fusobacteriaceae	family	168	1.15926028153
691895114_NA0019790050_4_mouth	Spirochaetes	phylum	32	0.220811482197
691895114_NA0019790050_4_mouth	Spirochaetia	class	32	0.220811482197
691895114_NA0019790050_4_mouth	Neisseriales	order	3787	26.1316588463
691895114_NA0019790050_4_mouth	Campylobacterales	order	54	0.372619376208
691895114_NA0019790050_4_mouth	Selenomonas genomosp. P5	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Oribacterium	genus	41	0.282914711565
691895114_NA0019790050_4_mouth	Veillonella sp. ADV 3107.03	species	7	0.0483025117306
691895114_NA0019790050_4_mouth	Streptococcus sp. S16-11	species	12	0.0828043058239
691895114_NA0019790050_4_mouth	Bergeyella sp. AF14	species	23	0.158708252829
691895114_NA0019790050_4_mouth	Aggregatibacter	genus	122	0.841843775876
691895114_NA0019790050_4_mouth	Streptococcus sp. 11aTha1	species	2307	15.9191277946
691895114_NA0019790050_4_mouth	Veillonella rogosae	species	10	0.0690035881866
691895114_NA0019790050_4_mouth	Prevotella nanceiensis	species	33	0.227711841016
691895114_NA0019790050_4_mouth	Synergistetes	phylum	19	0.131106817555
691895114_NA0019790050_4_mouth	Erysipelotrichia	class	2	0.0138007176373
691895114_NA0019790050_4_mouth	Erysipelotrichales	order	2	0.0138007176373
691895114_NA0019790050_4_mouth	Mycoplasma sp. M221-9	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Clostridiales incertae sedis	no_rank	2	0.0138007176373
691895114_NA0019790050_4_mouth	Bacillales incertae sedis	no_rank	461	3.1810654154
691895114_NA0019790050_4_mouth	Bacillales Family XI. Incertae Sedis	no_rank	461	3.1810654154
691895114_NA0019790050_4_mouth	Parvimonas	genus	9	0.0621032293679
691895114_NA0019790050_4_mouth	Clostridiales Family XIII. Incertae Sedis	family	2	0.0138007176373
691895114_NA0019790050_4_mouth	Tenericutes	phylum	2	0.0138007176373
691895114_NA0019790050_4_mouth	Leptotrichia hongkongensis	species	4	0.0276014352746
691895114_NA0019790050_4_mouth	Lautropia sp. TeTO	species	7	0.0483025117306
691895114_NA0019790050_4_mouth	Synergistia	class	19	0.131106817555
691895114_NA0019790050_4_mouth	Synergistales	order	19	0.131106817555
691895114_NA0019790050_4_mouth	Synergistaceae	family	19	0.131106817555
691895114_NA0019790050_4_mouth	Fretibacterium fastidiosum	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Alloprevotella rava	species	11	0.0759039470052
691895114_NA0019790050_4_mouth	Veillonella sp. oral taxon 780	species	7	0.0483025117306
691895114_NA0019790050_4_mouth	Oribacterium sp. oral taxon 108	species	3	0.020701076456
691895114_NA0019790050_4_mouth	Streptococcus sp. oral taxon G63	species	2	0.0138007176373
691895114_NA0019790050_4_mouth	Leptotrichia sp. PTE15	species	13	0.0897046646426
691895114_NA0019790050_4_mouth	Selenomonadales	order	17	0.117306099917
691895114_NA0019790050_4_mouth	Negativicutes	class	2620	18.0789401049
691895114_NA0019790050_4_mouth	Veillonella sp. CM60	species	55	0.379519735026
691895114_NA0019790050_4_mouth	Fusobacterium sp. ACB2	species	6	0.041402152912
691895114_NA0019790050_4_mouth	Oribacterium sp. CM12	species	38	0.262213635109
691895114_NA0019790050_4_mouth	Veillonella sp. MSA12	species	3	0.020701076456
691895114_NA0019790050_4_mouth	Fusobacterium sp. OBRC1	species	53	0.365719017389
691895114_NA0019790050_4_mouth	Veillonella sp. JL-2	species	35	0.241512558653
691895114_NA0019790050_4_mouth	Actinomyces sp. ICM39	species	8	0.0552028705493
691895114_NA0019790050_4_mouth	Actinomyces sp. ICM58	species	8	0.0552028705493
691895114_NA0019790050_4_mouth	Neisseria oralis	species	52	0.35881865857
691895114_NA0019790050_4_mouth	Leptotrichiaceae	family	75	0.517526911399
691895114_NA0019790050_4_mouth	Streptococcus sp. I-G2	species	22	0.15180789401
691895114_NA0019790050_4_mouth	Streptococcus sp. GMD6S	species	112	0.77284018769
691895114_NA0019790050_4_mouth	Streptococcus sp. HPH0090	species	3	0.020701076456
691895114_NA0019790050_4_mouth	Stomatobaculum	genus	10	0.0690035881866
691895114_NA0019790050_4_mouth	Streptococcus sp. 2011_Oral_MS_A3	species	315	2.17361302788
691895114_NA0019790050_4_mouth	Veillonella sp. 2011_Oral_VSA_B12	species	23	0.158708252829
691895114_NA0019790050_4_mouth	Veillonella sp. 2011_Oral_VSA_D3	species	951	6.56224123654
691895114_NA0019790050_4_mouth	Rothia sp. THG-N7	species	141	0.972950593431
691895114_NA0019790050_4_mouth	Alloprevotella	genus	24	0.165608611648
691895114_NA0019790050_4_mouth	Actinomyces sp. S6-Spd3	species	5	0.0345017940933
691895114_NA0019790050_4_mouth	Fretibacterium	genus	19	0.131106817555
691895114_NA0019790050_4_mouth	Peptoniphilaceae	family	9	0.0621032293679
691895114_NA0019790050_4_mouth	Atopobiaceae	family	2	0.0138007176373
691895114_NA0019790050_4_mouth	Tissierellia	class	9	0.0621032293679
691895114_NA0019790050_4_mouth	Tissierellales	order	9	0.0621032293679
691895114_NA0019790050_4_mouth	Bacteria candidate phyla	no_rank	5	0.0345017940933
691895114_NA0019790050_4_mouth	FCB group	no_rank	612	4.22301959702
691895114_NA0019790050_4_mouth	Terrabacteria group	no_rank	7530	51.9597019045
691895114_NA0019790050_4_mouth	Veillonellales	order	2603	17.961634005
691895114_NA0019790050_4_mouth	Selenomonadaceae	family	17	0.117306099917
691895114_NA0019790050_4_mouth	Tannerellaceae	family	12	0.0828043058239
701894994_NA0019790058_4_mouth	root	root	25420	100.0
701894994_NA0019790058_4_mouth	Bacteria	superkingdom	25420	100.0
701894994_NA0019790058_4_mouth	Spirochaetales	order	85	0.334382376082
701894994_NA0019790058_4_mouth	Campylobacter	genus	116	0.456333595594
701894994_NA0019790058_4_mouth	Campylobacter concisus	species	80	0.314712824548
701894994_NA0019790058_4_mouth	Campylobacter rectus	species	18	0.0708103855232
701894994_NA0019790058_4_mouth	Neisseriaceae	family	4932	19.4020456334
701894994_NA0019790058_4_mouth	Neisseria	genus	4917	19.3430369788
701894994_NA0019790058_4_mouth	Neisseria cinerea	species	42	0.165224232887
701894994_NA0019790058_4_mouth	Neisseria flavescens	species	9	0.0354051927616
701894994_NA0019790058_4_mouth	Neisseria mucosa	species	4288	16.8686073958
701894994_NA0019790058_4_mouth	Neisseria canis	species	5	0.0196695515342
701894994_NA0019790058_4_mouth	Neisseria elongata	species	19	0.0747442958301
701894994_NA0019790058_4_mouth	Neisseria macacae	species	421	1.65617623918
701894994_NA0019790058_4_mouth	Kingella oralis	species	7	0.0275373721479
701894994_NA0019790058_4_mouth	Eikenella	genus	8	0.0314712824548
701894994_NA0019790058_4_mouth	Eikenella corrodens	species	8	0.0314712824548
701894994_NA0019790058_4_mouth	Pasteurellaceae	family	2988	11.7545239969
701894994_NA0019790058_4_mouth	Actinobacillus	genus	23	0.0904799370574
701894994_NA0019790058_4_mouth	Aggregatibacter actinomycetemcomitans	species	12	0.0472069236821
701894994_NA0019790058_4_mouth	Haemophilus	genus	2816	11.0778914241
701894994_NA0019790058_4_mouth	Haemophilus influenzae	species	120	0.472069236821
701894994_NA0019790058_4_mouth	Haemophilus parainfluenzae	species	2667	10.4917387884
701894994_NA0019790058_4_mouth	Aggregatibacter aphrophilus	species	45	0.177025963808
701894994_NA0019790058_4_mouth	Aggregatibacter segnis	species	90	0.354051927616
701894994_NA0019790058_4_mouth	Campylobacter gracilis	species	18	0.0708103855232
701894994_NA0019790058_4_mouth	Porphyromonas	genus	932	3.66640440598
701894994_NA0019790058_4_mouth	Prevotella	genus	422	1.66011014949
701894994_NA0019790058_4_mouth	Fusobacterium	genus	571	2.24626278521
701894994_NA0019790058_4_mouth	Fusobacterium nucleatum	species	28	0.110149488592
701894994_NA0019790058_4_mouth	Fusobacterium periodonticum	species	328	1.29032258065
701894994_NA0019790058_4_mouth	Desulfobulbus	genus	2	0.00786782061369
701894994_NA0019790058_4_mouth	Megasphaera	genus	23	0.0904799370574
701894994_NA0019790058_4_mouth	Selenomonas	genus	4	0.0157356412274
701894994_NA0019790058_4_mouth	Bacteroidetes	phylum	2086	8.20613690008
701894994_NA0019790058_4_mouth	Capnocytophaga	genus	28	0.110149488592
701894994_NA0019790058_4_mouth	Capnocytophaga gingivalis	species	4	0.0157356412274
701894994_NA0019790058_4_mouth	Capnocytophaga ochracea	species	2	0.00786782061369
